emotion,audio_path
Happiness,/cafe-dataset/Joie/Faible/10-J-1-1.wav
Happiness,/cafe-dataset/Joie/Faible/05-J-1-5.wav
Happiness,/cafe-dataset/Joie/Faible/09-J-1-4.wav
Happiness,/cafe-dataset/Joie/Faible/09-J-1-5.wav
Happiness,/cafe-dataset/Joie/Faible/01-J-1-3.wav
Happiness,/cafe-dataset/Joie/Faible/07-J-1-4.wav
Happiness,/cafe-dataset/Joie/Faible/10-J-1-2.wav
Happiness,/cafe-dataset/Joie/Faible/07-J-1-5.wav
Happiness,/cafe-dataset/Joie/Faible/03-J-1-2.wav
Happiness,/cafe-dataset/Joie/Faible/02-J-1-2.wav
Happiness,/cafe-dataset/Joie/Faible/05-J-1-2.wav
Happiness,/cafe-dataset/Joie/Faible/01-J-1-1.wav
Happiness,/cafe-dataset/Joie/Faible/04-J-1-1.wav
Happiness,/cafe-dataset/Joie/Faible/02-J-1-4.wav
Happiness,/cafe-dataset/Joie/Faible/02-J-1-6.wav
Happiness,/cafe-dataset/Joie/Faible/04-J-1-5.wav
Happiness,/cafe-dataset/Joie/Faible/04-J-1-2.wav
Happiness,/cafe-dataset/Joie/Faible/05-J-1-3.wav
Happiness,/cafe-dataset/Joie/Faible/09-J-1-2.wav
Happiness,/cafe-dataset/Joie/Faible/01-J-1-5.wav
Happiness,/cafe-dataset/Joie/Faible/07-J-1-6.wav
Happiness,/cafe-dataset/Joie/Faible/08-J-1-2.wav
Happiness,/cafe-dataset/Joie/Faible/04-J-1-3.wav
Happiness,/cafe-dataset/Joie/Faible/12-J-1-5.wav
Happiness,/cafe-dataset/Joie/Faible/11-J-1-5.wav
Happiness,/cafe-dataset/Joie/Faible/06-J-1-6.wav
Happiness,/cafe-dataset/Joie/Faible/11-J-1-4.wav
Happiness,/cafe-dataset/Joie/Faible/05-J-1-4.wav
Happiness,/cafe-dataset/Joie/Faible/02-J-1-5.wav
Happiness,/cafe-dataset/Joie/Faible/09-J-1-1.wav
Happiness,/cafe-dataset/Joie/Faible/03-J-1-5.wav
Happiness,/cafe-dataset/Joie/Faible/06-J-1-2.wav
Happiness,/cafe-dataset/Joie/Faible/03-J-1-1.wav
Happiness,/cafe-dataset/Joie/Faible/06-J-1-5.wav
Happiness,/cafe-dataset/Joie/Faible/11-J-1-3.wav
Happiness,/cafe-dataset/Joie/Faible/04-J-1-4.wav
Happiness,/cafe-dataset/Joie/Faible/03-J-1-6.wav
Happiness,/cafe-dataset/Joie/Faible/05-J-1-6.wav
Happiness,/cafe-dataset/Joie/Faible/06-J-1-3.wav
Happiness,/cafe-dataset/Joie/Faible/07-J-1-1.wav
Happiness,/cafe-dataset/Joie/Faible/12-J-1-2.wav
Happiness,/cafe-dataset/Joie/Faible/10-J-1-6.wav
Happiness,/cafe-dataset/Joie/Faible/08-J-1-1.wav
Happiness,/cafe-dataset/Joie/Faible/09-J-1-6.wav
Happiness,/cafe-dataset/Joie/Faible/08-J-1-5.wav
Happiness,/cafe-dataset/Joie/Faible/01-J-1-6.wav
Happiness,/cafe-dataset/Joie/Faible/04-J-1-6.wav
Happiness,/cafe-dataset/Joie/Faible/03-J-1-3.wav
Happiness,/cafe-dataset/Joie/Faible/07-J-1-3.wav
Happiness,/cafe-dataset/Joie/Faible/01-J-1-2.wav
Happiness,/cafe-dataset/Joie/Faible/08-J-1-3.wav
Happiness,/cafe-dataset/Joie/Faible/11-J-1-6.wav
Happiness,/cafe-dataset/Joie/Faible/09-J-1-3.wav
Happiness,/cafe-dataset/Joie/Faible/02-J-1-1.wav
Happiness,/cafe-dataset/Joie/Faible/05-J-1-1.wav
Happiness,/cafe-dataset/Joie/Faible/12-J-1-4.wav
Happiness,/cafe-dataset/Joie/Faible/12-J-1-6.wav
Happiness,/cafe-dataset/Joie/Faible/10-J-1-4.wav
Happiness,/cafe-dataset/Joie/Faible/06-J-1-4.wav
Happiness,/cafe-dataset/Joie/Faible/01-J-1-4.wav
Happiness,/cafe-dataset/Joie/Faible/03-J-1-4.wav
Happiness,/cafe-dataset/Joie/Faible/12-J-1-3.wav
Happiness,/cafe-dataset/Joie/Faible/08-J-1-4.wav
Happiness,/cafe-dataset/Joie/Faible/10-J-1-5.wav
Happiness,/cafe-dataset/Joie/Faible/12-J-1-1.wav
Happiness,/cafe-dataset/Joie/Faible/10-J-1-3.wav
Happiness,/cafe-dataset/Joie/Faible/11-J-1-2.wav
Happiness,/cafe-dataset/Joie/Faible/11-J-1-1.wav
Happiness,/cafe-dataset/Joie/Faible/08-J-1-6.wav
Happiness,/cafe-dataset/Joie/Faible/07-J-1-2.wav
Happiness,/cafe-dataset/Joie/Faible/02-J-1-3.wav
Happiness,/cafe-dataset/Joie/Faible/06-J-1-1.wav
Happiness,/cafe-dataset/Joie/Fort/03-J-2-2.wav
Happiness,/cafe-dataset/Joie/Fort/10-J-2-3.wav
Happiness,/cafe-dataset/Joie/Fort/12-J-2-6.wav
Happiness,/cafe-dataset/Joie/Fort/04-J-2-1.wav
Happiness,/cafe-dataset/Joie/Fort/11-J-2-2.wav
Happiness,/cafe-dataset/Joie/Fort/03-J-2-5.wav
Happiness,/cafe-dataset/Joie/Fort/05-J-2-1.wav
Happiness,/cafe-dataset/Joie/Fort/06-J-2-4.wav
Happiness,/cafe-dataset/Joie/Fort/02-J-2-4.wav
Happiness,/cafe-dataset/Joie/Fort/07-J-2-2.wav
Happiness,/cafe-dataset/Joie/Fort/05-J-2-4.wav
Happiness,/cafe-dataset/Joie/Fort/04-J-2-6.wav
Happiness,/cafe-dataset/Joie/Fort/07-J-2-1.wav
Happiness,/cafe-dataset/Joie/Fort/09-J-2-2.wav
Happiness,/cafe-dataset/Joie/Fort/08-J-2-6.wav
Happiness,/cafe-dataset/Joie/Fort/11-J-2-6.wav
Happiness,/cafe-dataset/Joie/Fort/01-J-2-6.wav
Happiness,/cafe-dataset/Joie/Fort/05-J-2-3.wav
Happiness,/cafe-dataset/Joie/Fort/10-J-2-5.wav
Happiness,/cafe-dataset/Joie/Fort/08-J-2-3.wav
Happiness,/cafe-dataset/Joie/Fort/02-J-2-2.wav
Happiness,/cafe-dataset/Joie/Fort/01-J-2-5.wav
Happiness,/cafe-dataset/Joie/Fort/01-J-2-1.wav
Happiness,/cafe-dataset/Joie/Fort/12-J-2-1.wav
Happiness,/cafe-dataset/Joie/Fort/06-J-2-3.wav
Happiness,/cafe-dataset/Joie/Fort/04-J-2-4.wav
Happiness,/cafe-dataset/Joie/Fort/10-J-2-2.wav
Happiness,/cafe-dataset/Joie/Fort/08-J-2-4.wav
Happiness,/cafe-dataset/Joie/Fort/02-J-2-1.wav
Happiness,/cafe-dataset/Joie/Fort/01-J-2-2.wav
Happiness,/cafe-dataset/Joie/Fort/07-J-2-5.wav
Happiness,/cafe-dataset/Joie/Fort/10-J-2-4.wav
Happiness,/cafe-dataset/Joie/Fort/05-J-2-6.wav
Happiness,/cafe-dataset/Joie/Fort/06-J-2-6.wav
Happiness,/cafe-dataset/Joie/Fort/11-J-2-1.wav
Happiness,/cafe-dataset/Joie/Fort/03-J-2-4.wav
Happiness,/cafe-dataset/Joie/Fort/09-J-2-1.wav
Happiness,/cafe-dataset/Joie/Fort/07-J-2-6.wav
Happiness,/cafe-dataset/Joie/Fort/08-J-2-2.wav
Happiness,/cafe-dataset/Joie/Fort/06-J-2-1.wav
Happiness,/cafe-dataset/Joie/Fort/09-J-2-3.wav
Happiness,/cafe-dataset/Joie/Fort/03-J-2-3.wav
Happiness,/cafe-dataset/Joie/Fort/05-J-2-2.wav
Happiness,/cafe-dataset/Joie/Fort/02-J-2-3.wav
Happiness,/cafe-dataset/Joie/Fort/07-J-2-4.wav
Happiness,/cafe-dataset/Joie/Fort/08-J-2-1.wav
Happiness,/cafe-dataset/Joie/Fort/06-J-2-5.wav
Happiness,/cafe-dataset/Joie/Fort/04-J-2-3.wav
Happiness,/cafe-dataset/Joie/Fort/02-J-2-6.wav
Happiness,/cafe-dataset/Joie/Fort/07-J-2-3.wav
Happiness,/cafe-dataset/Joie/Fort/05-J-2-5.wav
Happiness,/cafe-dataset/Joie/Fort/12-J-2-4.wav
Happiness,/cafe-dataset/Joie/Fort/01-J-2-4.wav
Happiness,/cafe-dataset/Joie/Fort/03-J-2-6.wav
Happiness,/cafe-dataset/Joie/Fort/12-J-2-5.wav
Happiness,/cafe-dataset/Joie/Fort/02-J-2-5.wav
Happiness,/cafe-dataset/Joie/Fort/03-J-2-1.wav
Happiness,/cafe-dataset/Joie/Fort/09-J-2-5.wav
Happiness,/cafe-dataset/Joie/Fort/10-J-2-1.wav
Happiness,/cafe-dataset/Joie/Fort/11-J-2-4.wav
Happiness,/cafe-dataset/Joie/Fort/04-J-2-2.wav
Happiness,/cafe-dataset/Joie/Fort/01-J-2-3.wav
Happiness,/cafe-dataset/Joie/Fort/12-J-2-2.wav
Happiness,/cafe-dataset/Joie/Fort/08-J-2-5.wav
Happiness,/cafe-dataset/Joie/Fort/04-J-2-5.wav
Happiness,/cafe-dataset/Joie/Fort/11-J-2-3.wav
Happiness,/cafe-dataset/Joie/Fort/09-J-2-4.wav
Happiness,/cafe-dataset/Joie/Fort/09-J-2-6.wav
Happiness,/cafe-dataset/Joie/Fort/12-J-2-3.wav
Happiness,/cafe-dataset/Joie/Fort/11-J-2-5.wav
Happiness,/cafe-dataset/Joie/Fort/06-J-2-2.wav
Happiness,/cafe-dataset/Joie/Fort/10-J-2-6.wav
Sadness,/cafe-dataset/Tristesse/Faible/05-T-1-4.wav
Sadness,/cafe-dataset/Tristesse/Faible/11-T-1-5.wav
Sadness,/cafe-dataset/Tristesse/Faible/07-T-1-3.wav
Sadness,/cafe-dataset/Tristesse/Faible/09-T-1-4.wav
Sadness,/cafe-dataset/Tristesse/Faible/01-T-1-6.wav
Sadness,/cafe-dataset/Tristesse/Faible/05-T-1-6.wav
Sadness,/cafe-dataset/Tristesse/Faible/09-T-1-1.wav
Sadness,/cafe-dataset/Tristesse/Faible/03-T-1-5.wav
Sadness,/cafe-dataset/Tristesse/Faible/11-T-1-3.wav
Sadness,/cafe-dataset/Tristesse/Faible/02-T-1-1.wav
Sadness,/cafe-dataset/Tristesse/Faible/12-T-1-5.wav
Sadness,/cafe-dataset/Tristesse/Faible/10-T-1-1.wav
Sadness,/cafe-dataset/Tristesse/Faible/07-T-1-4.wav
Sadness,/cafe-dataset/Tristesse/Faible/06-T-1-2.wav
Sadness,/cafe-dataset/Tristesse/Faible/08-T-1-5.wav
Sadness,/cafe-dataset/Tristesse/Faible/01-T-1-2.wav
Sadness,/cafe-dataset/Tristesse/Faible/01-T-1-4.wav
Sadness,/cafe-dataset/Tristesse/Faible/08-T-1-4.wav
Sadness,/cafe-dataset/Tristesse/Faible/02-T-1-6.wav
Sadness,/cafe-dataset/Tristesse/Faible/01-T-1-5.wav
Sadness,/cafe-dataset/Tristesse/Faible/12-T-1-2.wav
Sadness,/cafe-dataset/Tristesse/Faible/02-T-1-2.wav
Sadness,/cafe-dataset/Tristesse/Faible/10-T-1-2.wav
Sadness,/cafe-dataset/Tristesse/Faible/08-T-1-6.wav
Sadness,/cafe-dataset/Tristesse/Faible/09-T-1-2.wav
Sadness,/cafe-dataset/Tristesse/Faible/05-T-1-1.wav
Sadness,/cafe-dataset/Tristesse/Faible/03-T-1-6.wav
Sadness,/cafe-dataset/Tristesse/Faible/12-T-1-3.wav
Sadness,/cafe-dataset/Tristesse/Faible/03-T-1-1.wav
Sadness,/cafe-dataset/Tristesse/Faible/02-T-1-5.wav
Sadness,/cafe-dataset/Tristesse/Faible/01-T-1-1.wav
Sadness,/cafe-dataset/Tristesse/Faible/07-T-1-6.wav
Sadness,/cafe-dataset/Tristesse/Faible/12-T-1-1.wav
Sadness,/cafe-dataset/Tristesse/Faible/02-T-1-3.wav
Sadness,/cafe-dataset/Tristesse/Faible/03-T-1-2.wav
Sadness,/cafe-dataset/Tristesse/Faible/10-T-1-5.wav
Sadness,/cafe-dataset/Tristesse/Faible/12-T-1-6.wav
Sadness,/cafe-dataset/Tristesse/Faible/09-T-1-6.wav
Sadness,/cafe-dataset/Tristesse/Faible/07-T-1-5.wav
Sadness,/cafe-dataset/Tristesse/Faible/11-T-1-4.wav
Sadness,/cafe-dataset/Tristesse/Faible/11-T-1-1.wav
Sadness,/cafe-dataset/Tristesse/Faible/04-T-1-4.wav
Sadness,/cafe-dataset/Tristesse/Faible/11-T-1-2.wav
Sadness,/cafe-dataset/Tristesse/Faible/10-T-1-3.wav
Sadness,/cafe-dataset/Tristesse/Faible/08-T-1-2.wav
Sadness,/cafe-dataset/Tristesse/Faible/04-T-1-5.wav
Sadness,/cafe-dataset/Tristesse/Faible/06-T-1-4.wav
Sadness,/cafe-dataset/Tristesse/Faible/04-T-1-2.wav
Sadness,/cafe-dataset/Tristesse/Faible/10-T-1-4.wav
Sadness,/cafe-dataset/Tristesse/Faible/12-T-1-4.wav
Sadness,/cafe-dataset/Tristesse/Faible/08-T-1-3.wav
Sadness,/cafe-dataset/Tristesse/Faible/08-T-1-1.wav
Sadness,/cafe-dataset/Tristesse/Faible/06-T-1-3.wav
Sadness,/cafe-dataset/Tristesse/Faible/04-T-1-1.wav
Sadness,/cafe-dataset/Tristesse/Faible/05-T-1-5.wav
Sadness,/cafe-dataset/Tristesse/Faible/02-T-1-4.wav
Sadness,/cafe-dataset/Tristesse/Faible/03-T-1-3.wav
Sadness,/cafe-dataset/Tristesse/Faible/07-T-1-2.wav
Sadness,/cafe-dataset/Tristesse/Faible/09-T-1-5.wav
Sadness,/cafe-dataset/Tristesse/Faible/07-T-1-1.wav
Sadness,/cafe-dataset/Tristesse/Faible/06-T-1-1.wav
Sadness,/cafe-dataset/Tristesse/Faible/06-T-1-5.wav
Sadness,/cafe-dataset/Tristesse/Faible/01-T-1-3.wav
Sadness,/cafe-dataset/Tristesse/Faible/04-T-1-6.wav
Sadness,/cafe-dataset/Tristesse/Faible/03-T-1-4.wav
Sadness,/cafe-dataset/Tristesse/Faible/04-T-1-3.wav
Sadness,/cafe-dataset/Tristesse/Faible/11-T-1-6.wav
Sadness,/cafe-dataset/Tristesse/Faible/10-T-1-6.wav
Sadness,/cafe-dataset/Tristesse/Faible/09-T-1-3.wav
Sadness,/cafe-dataset/Tristesse/Faible/05-T-1-3.wav
Sadness,/cafe-dataset/Tristesse/Faible/06-T-1-6.wav
Sadness,/cafe-dataset/Tristesse/Faible/05-T-1-2.wav
Sadness,/cafe-dataset/Tristesse/Fort/08-T-2-6.wav
Sadness,/cafe-dataset/Tristesse/Fort/12-T-2-6.wav
Sadness,/cafe-dataset/Tristesse/Fort/08-T-2-3.wav
Sadness,/cafe-dataset/Tristesse/Fort/01-T-2-3.wav
Sadness,/cafe-dataset/Tristesse/Fort/08-T-2-1.wav
Sadness,/cafe-dataset/Tristesse/Fort/12-T-2-2.wav
Sadness,/cafe-dataset/Tristesse/Fort/02-T-2-4.wav
Sadness,/cafe-dataset/Tristesse/Fort/08-T-2-2.wav
Sadness,/cafe-dataset/Tristesse/Fort/07-T-2-5.wav
Sadness,/cafe-dataset/Tristesse/Fort/01-T-2-1.wav
Sadness,/cafe-dataset/Tristesse/Fort/01-T-2-2.wav
Sadness,/cafe-dataset/Tristesse/Fort/11-T-2-6.wav
Sadness,/cafe-dataset/Tristesse/Fort/02-T-2-6.wav
Sadness,/cafe-dataset/Tristesse/Fort/07-T-2-1.wav
Sadness,/cafe-dataset/Tristesse/Fort/03-T-2-3.wav
Sadness,/cafe-dataset/Tristesse/Fort/04-T-2-6.wav
Sadness,/cafe-dataset/Tristesse/Fort/06-T-2-1.wav
Sadness,/cafe-dataset/Tristesse/Fort/04-T-2-5.wav
Sadness,/cafe-dataset/Tristesse/Fort/12-T-2-4.wav
Sadness,/cafe-dataset/Tristesse/Fort/10-T-2-3.wav
Sadness,/cafe-dataset/Tristesse/Fort/11-T-2-3.wav
Sadness,/cafe-dataset/Tristesse/Fort/09-T-2-3.wav
Sadness,/cafe-dataset/Tristesse/Fort/09-T-2-6.wav
Sadness,/cafe-dataset/Tristesse/Fort/03-T-2-5.wav
Sadness,/cafe-dataset/Tristesse/Fort/01-T-2-5.wav
Sadness,/cafe-dataset/Tristesse/Fort/02-T-2-1.wav
Sadness,/cafe-dataset/Tristesse/Fort/05-T-2-4.wav
